ticket_id,issue_category,priority,resolution_time,cost_per_hour,client_type,escalation_count,satisfaction_score,total_cost
46821,,Medium,3.567268309014464,40.0,Small,1,,292.6907323605786
46822,Software,High,3.422870839948365,40.0,Small,0,3.4537059296468313,136.9148335979346
46823,Software,Low,,40.0,Small,2,4.3116539365577236,321.59151388959657
46824,Account/Access,High,6.1497009469678785,40.0,Small,1,3.4774750604517397,395.98803787871515
46825,Account/Access,Low,0.5613250407239179,90.0,Enterprise,0,,50.51925366515261
46826,Network,Low,1.3218570085614736,40.0,Small,0,5.0,52.874280342458945
46827,Account/Access,,0.6297110620909475,40.0,Small,2,3.8277780878204073,325.1884424836379
46828,Network,,0.25,40.0,Small,2,4.3502669499224895,310.0
46829,,,3.730124023932049,40.0,Small,0,3.973221010476835,149.20496095728194
46830,Network,,3.704138528000813,40.0,Small,0,,148.16554112003251
46831,,Low,1.0113964806425995,90.0,Enterprise,0,4.664466617414247,91.02568325783395
46832,Account/Access,,0.5472628585621679,90.0,Enterprise,0,5.0,49.25365727059511
46833,Software,Low,,60.0,Medium,0,5.0,98.15323629957948
46834,,,1.7015127472111466,60.0,Medium,0,4.245403520454367,102.0907648326688
46835,,High,1.3212876818326436,40.0,Small,0,4.830955712086639,52.85150727330574
46836,,Medium,3.216794648699254,60.0,Medium,0,,193.00767892195523
46837,Other,Low,1.7349586603986662,40.0,Small,0,4.088025217027917,69.39834641594665
46838,Hardware,Critical,,60.0,Medium,0,3.6649562604662713,407.11122702745706
46839,Network,,8.022299446101874,60.0,Medium,0,3.0988682720394407,481.33796676611246
46840,Network,High,4.1707466031594755,40.0,Small,1,4.25486743308091,316.829864126379
46841,Account/Access,Medium,0.25287886918401026,40.0,Small,0,4.5950934955633205,10.11515476736041
46842,Software,Low,0.6602211869342453,90.0,Enterprise,0,5.0,59.41990682408207
46843,,Low,,60.0,Medium,0,4.776668056105985,89.55723689456336
46844,Hardware,Low,,40.0,Small,0,4.0675514285798435,52.47470670055429
46845,Software,High,2.4968385746978483,90.0,Enterprise,1,,374.71547172280634
46846,Software,Low,2.395534693506176,60.0,Medium,1,4.2568401090893015,293.7320816103705
46847,Software,Low,0.39368687532765223,60.0,Medium,0,4.76372889698284,23.621212519659135
46848,Network,High,10.956195218113853,60.0,Medium,0,,657.3717130868312
46849,,Medium,1.4920417069504153,40.0,Small,1,4.0719203716833015,209.68166827801662
46850,Hardware,Low,0.8245576739498871,40.0,Small,0,5.0,32.98230695799548
46851,Hardware,Medium,0.7232114234830843,40.0,Small,0,4.219124027028698,28.92845693932337
46852,Account/Access,Medium,2.4364624693743253,40.0,Small,0,4.681521192337073,97.45849877497301
46853,Account/Access,Medium,2.3220395212538953,60.0,Medium,0,3.8441346543288573,139.3223712752337
46854,Software,,,60.0,Medium,0,3.4159514684384713,424.5245346404889
46855,Software,High,1.3634389061040877,40.0,Small,0,4.764971203415431,54.53755624416351
46856,,Low,0.9394633837557448,90.0,Enterprise,2,4.860317075131832,384.551704538017
46857,,Low,1.1529100342587126,40.0,Small,0,,46.116401370348505
46858,Account/Access,,2.00153199476423,40.0,Small,0,4.3936138958343145,80.0612797905692
46859,Hardware,,5.297052652189712,60.0,Medium,0,3.8962908793579114,317.82315913138274
46860,,Critical,7.176492302780506,60.0,Medium,0,3.277229845186367,430.5895381668304
46861,,Medium,0.9105086024412677,90.0,Enterprise,0,4.27383423539273,81.9457742197141
46862,,High,0.5715770166945415,90.0,Enterprise,0,4.483636078180429,51.44193150250874
46863,Software,Low,2.344394084082183,40.0,Small,0,,93.77576336328731
46864,Network,High,1.3035054168378537,60.0,Medium,1,4.254669833211854,228.21032501027122
46865,Other,Medium,0.27455432580949213,60.0,Medium,0,5.0,16.473259548569526
46866,Account/Access,,1.9991916583784732,40.0,Small,0,,79.96766633513893
46867,Software,Medium,1.708089439322279,60.0,Medium,0,5.0,102.48536635933674
46868,Software,High,,40.0,Small,0,2.756167651791898,240.85564705603315
46869,Network,Critical,1.8917624415738992,40.0,Small,1,4.775274571681305,225.67049766295597
46870,Other,High,4.773909347163009,60.0,Medium,1,3.8942169752873586,436.43456082978054
46871,,Medium,1.3301373337252869,60.0,Medium,1,,229.80824002351721
46872,Other,Low,1.1251515969494996,60.0,Medium,0,,67.50909581696997
46873,Network,Low,4.182748997020781,40.0,Small,0,3.9696535399350665,167.30995988083123
46874,Hardware,High,,40.0,Small,0,2.8550281775248596,305.9735407547273
46875,,,,60.0,Medium,0,4.34264987936379,184.73949175415643
46876,,,1.242395287792684,60.0,Medium,0,5.0,74.54371726756105
46877,Hardware,Medium,1.3342474836771545,90.0,Enterprise,1,4.163578214560567,270.0822735309439
46878,Network,Medium,1.2290050449321122,60.0,Medium,0,5.0,73.74030269592673
46879,,High,1.6204951258446252,40.0,Small,0,,64.819805033785
46880,,,3.831476822003927,40.0,Small,0,4.408656115258708,153.25907288015708
46881,,Low,0.7336706491276991,90.0,Enterprise,0,4.4490243642156315,66.03035842149292
46882,,Low,4.3758427576582255,60.0,Medium,0,,262.55056545949355
46883,,Medium,,60.0,Medium,0,3.651704399078051,266.13097104773783
46884,Software,High,0.6177884608554145,60.0,Medium,0,4.896139709959292,37.06730765132487
46885,Account/Access,Low,1.4808215558054114,40.0,Small,0,,59.232862232216455
46886,Hardware,,,60.0,Medium,0,4.738122645838196,71.70823517018707
46887,Software,Medium,,60.0,Medium,1,4.324094999717235,305.0993073419021
46888,,High,1.3324680312160067,60.0,Medium,1,4.327908635956495,229.94808187296042
46889,Software,Low,1.396350056558516,40.0,Small,1,4.683079323699824,205.85400226234066
46890,,,0.4333795641141415,90.0,Enterprise,1,4.779571882356221,189.00416077027273
46891,Software,Low,0.9745692883904994,90.0,Enterprise,0,4.764133009780919,87.71123595514494
46892,Hardware,High,0.6895328560062343,60.0,Medium,2,4.383578221524816,341.37197136037406
46893,Account/Access,,3.4783730147743572,40.0,Small,0,,139.13492059097428
46894,,Medium,1.7318615939433284,90.0,Enterprise,0,4.936887436705444,155.86754345489956
46895,Other,,,40.0,Small,0,4.298731389758349,164.61405793601986
46896,Account/Access,Critical,,60.0,Medium,1,4.25644436840679,297.50952270123
46897,Network,Medium,,40.0,Small,1,3.294433997306558,392.5830423050558
46898,,,3.012024836455009,40.0,Small,0,4.4996184174588505,120.48099345820036
46899,Other,Low,0.8903225725771712,40.0,Small,0,4.519105517808787,35.61290290308685
46900,Software,Medium,2.021752750947305,60.0,Medium,1,5.0,271.3051650568383
46901,Network,Medium,1.5042122912357512,40.0,Small,1,,210.16849164943005
46902,,Low,2.526454505881141,90.0,Enterprise,1,4.172427486152704,377.3809055293027
46903,,Medium,1.0104809378612165,40.0,Small,0,,40.41923751444866
46904,Account/Access,Low,,40.0,Small,1,,263.97857259995425
46905,Software,Medium,0.9795564228301473,90.0,Enterprise,0,4.308341146353174,88.16007805471325
46906,Hardware,Medium,0.25,40.0,Small,0,5.0,10.0
46907,,Medium,,60.0,Medium,0,3.731673481659859,294.60001864097393
46908,Account/Access,Low,,40.0,Small,0,5.0,49.64520669439118
46909,Other,Critical,2.4689161137214644,60.0,Medium,1,4.313396658502691,298.13496682328787
46910,,,3.5587184160971854,90.0,Enterprise,1,,470.2846574487467
46911,Software,Low,0.7259326276451716,40.0,Small,0,4.603556079336438,29.037305105806865
46912,Network,High,2.3191449848367416,40.0,Small,1,4.171966709812474,242.76579939346965
46913,Hardware,Low,2.418201810381389,60.0,Medium,0,3.932126317199964,145.09210862288333
46914,Software,,2.0288074354343593,60.0,Medium,0,4.170458700229753,121.72844612606156
46915,Account/Access,Critical,5.5048911083215,60.0,Medium,0,,330.29346649929
46916,Account/Access,Medium,1.0701124016623227,40.0,Small,0,5.0,42.80449606649291
46917,Software,Low,2.015414613527995,40.0,Small,1,4.4181625009352725,230.61658454111978
46918,Software,Medium,2.2809968874237163,60.0,Medium,0,4.353699172418621,136.85981324542297
46919,Other,Medium,0.3580814030816322,40.0,Small,0,5.0,14.323256123265288
46920,Software,Medium,,40.0,Small,0,4.757958798072694,35.73152849483951
46921,Software,Medium,2.105516061552076,40.0,Small,1,3.978722184252153,234.22064246208305
46922,,Medium,0.8678647350851865,60.0,Medium,0,4.853795903099244,52.07188410511119
46923,Software,Medium,1.3694885742820104,60.0,Medium,0,5.0,82.16931445692063
46924,,Medium,2.2966909984665786,60.0,Medium,2,3.734869878935135,437.80145990799474
46925,Account/Access,Low,1.1239000797052427,40.0,Small,0,4.824079159701373,44.956003188209706
46926,Software,,,90.0,Enterprise,0,4.833795403823847,87.98698412313165
46927,,Medium,,40.0,Small,0,,87.65931297608007
46928,Software,Critical,4.170034945346082,60.0,Medium,0,,250.2020967207649
46929,Software,Medium,3.3159232275319814,40.0,Small,0,4.154985315114811,132.63692910127926
46930,Software,Low,1.8022305066238902,40.0,Small,0,4.332186233580608,72.0892202649556
46931,,,1.7012079647329903,60.0,Medium,0,,102.07247788397942
46932,Software,Critical,3.080810044207751,60.0,Medium,0,4.530755906441483,184.84860265246505
46933,Hardware,High,6.988645228132257,40.0,Small,0,3.275539527426261,279.5458091252903
46934,Other,,0.8621244063261861,90.0,Enterprise,1,,227.59119656935675
46935,Software,,2.660358828960626,90.0,Enterprise,0,4.331008605991078,239.43229460645634
46936,Account/Access,Low,2.0088809203973943,40.0,Small,0,,80.35523681589578
46937,Other,Critical,2.308164370721514,60.0,Medium,0,4.497182400066732,138.48986224329084
46938,Hardware,Medium,1.7211701694186468,90.0,Enterprise,1,5.0,304.90531524767823
46939,Hardware,Medium,4.56966381465223,40.0,Small,1,3.715734917987854,332.7865525860892
46940,Hardware,Medium,0.9220748969706203,40.0,Small,0,5.0,36.882995878824815
46941,,Medium,0.3382935170358039,40.0,Small,0,5.0,13.531740681432156
46942,Network,Low,,60.0,Medium,0,4.323762597661104,81.65793679526155
46943,Software,Medium,0.5416220026532358,40.0,Small,0,4.9625641127340785,21.66488010612943
46944,Hardware,Low,0.825945398191756,90.0,Enterprise,0,4.61977520877176,74.33508583725805
46945,Hardware,High,3.9505568613764357,60.0,Medium,0,4.479426230930576,237.03341168258615
46946,Network,Medium,0.25,60.0,Medium,1,4.974133239162702,165.0
46947,Account/Access,,,60.0,Medium,1,4.4813380023668445,214.830076811869
46948,,Medium,5.422157924998378,60.0,Medium,0,4.001917791171916,325.3294754999027
46949,Software,,1.4064734165374142,40.0,Small,0,4.027396241666596,56.25893666149657
46950,Account/Access,Low,,90.0,Enterprise,0,4.313052880733548,110.64923943107755
46951,Account/Access,High,1.8014087578824975,40.0,Small,1,3.910040409059319,222.0563503152999
46952,Software,Medium,1.1632199269419636,60.0,Medium,0,4.762039661619437,69.79319561651782
46953,Account/Access,Medium,1.8178566684981678,40.0,Small,0,4.802949112139131,72.71426673992671
46954,Account/Access,Medium,,60.0,Medium,0,4.874899071133452,53.19234734932665
46955,Software,High,2.7079099181453476,40.0,Small,1,4.519236741063607,258.3163967258139
46956,Hardware,Low,3.0532550002810606,60.0,Medium,0,4.015786807186591,183.19530001686363
46957,Software,High,4.055053042654033,60.0,Medium,0,4.45399682538654,243.303182559242
46958,Hardware,High,1.6156091205942666,40.0,Small,0,,64.62436482377066
46959,Hardware,Low,1.2512104274662328,60.0,Medium,1,4.539687822191623,225.07262564797395
46960,Account/Access,,,40.0,Small,1,4.061918590611934,292.9709854876306
46961,Account/Access,High,0.622216737117141,60.0,Medium,1,4.712468993987016,187.33300422702845
46962,Network,Low,,90.0,Enterprise,0,,392.18186573039515
46963,Account/Access,Low,,60.0,Medium,1,4.2349318136704746,369.1042436500607
46964,Other,Medium,,40.0,Small,0,4.543564921909805,82.42134296388915
46965,Network,Low,1.2002972830739385,60.0,Medium,0,4.498155202212108,72.01783698443631
46966,Other,,1.1093521745303414,60.0,Medium,0,4.180796878238472,66.56113047182049
46967,Other,High,2.8062422112247023,60.0,Medium,0,4.121321956159693,168.37453267348215
46968,,,2.305741793589426,40.0,Small,0,5.0,92.22967174357704
46969,Other,Medium,1.0345299819184883,60.0,Medium,0,,62.0717989151093
46970,Other,Medium,1.9164588625130903,60.0,Medium,0,,114.98753175078542
46971,Software,Low,1.6560481195283547,40.0,Small,0,4.686866664062736,66.24192478113419
46972,Network,Medium,3.654971103213534,40.0,Small,0,,146.19884412854137
46973,,,0.8373882318893554,90.0,Enterprise,1,4.24548529730997,225.364940870042
46974,Software,,,60.0,Medium,0,5.0,83.63424767267604
46975,Network,High,,60.0,Medium,0,,374.38438156473256
46976,Hardware,High,2.6256298571535237,60.0,Medium,1,4.145900606861714,307.53779142921144
46977,,High,6.331195061957493,60.0,Medium,0,3.7835980375482317,379.8717037174496
46978,,Low,,90.0,Enterprise,0,,112.12836416302329
46979,Hardware,Medium,2.004754927121425,40.0,Small,0,4.635848977975774,80.190197084857
46980,Network,Medium,1.573201064987492,60.0,Medium,1,4.589956918382862,244.3920638992495
46981,Other,High,2.1241452656382895,60.0,Medium,1,4.321151120416666,277.44871593829737
46982,Hardware,High,5.737279762111281,60.0,Medium,0,3.7691494671369745,344.2367857266768
46983,Software,High,3.208443510537651,60.0,Medium,0,4.020621092667308,192.50661063225908
46984,,Low,2.6759020786159216,40.0,Small,0,3.7574770195089306,107.03608314463686
46985,Software,,1.2833532034900683,40.0,Small,0,4.995210902329868,51.33412813960273
46986,Software,Low,1.1033987310033249,60.0,Medium,0,4.446416922664458,66.2039238601995
46987,Software,Medium,1.5945571602219362,60.0,Medium,0,5.0,95.67342961331617
46988,,Low,7.577716059761847,60.0,Medium,0,3.7688732001617296,454.6629635857108
46989,Software,Medium,2.5961846513352502,60.0,Medium,1,4.585421242448229,305.771079080115
46990,Account/Access,High,2.7211852259240947,40.0,Small,1,4.296494955707669,258.84740903696377
46991,Hardware,,1.0143481787819142,40.0,Small,1,,190.57392715127656
46992,,High,1.5792976892850012,60.0,Medium,0,4.454311437065772,94.75786135710007
46993,Software,Low,,90.0,Enterprise,0,4.778480098157206,84.5046984956819
46994,Hardware,Medium,2.0261463141832636,90.0,Enterprise,2,4.977749378893846,482.35316827649376
46995,,Medium,1.1403044916984677,40.0,Small,0,,45.612179667938705
46996,Network,Low,1.6045783659803823,40.0,Small,0,4.543643324099957,64.1831346392153
46997,Other,Medium,2.442262463667446,40.0,Small,0,4.095456181416937,97.69049854669785
46998,Network,,2.5929726084566695,60.0,Medium,0,4.174511479789185,155.57835650740017
46999,,,1.4565308633803573,60.0,Medium,0,4.9746149039897345,87.39185180282144
47000,,Medium,2.361713710373443,40.0,Small,0,4.632042700565776,94.46854841493773
47001,Software,,2.1056867030650817,40.0,Small,0,4.723234507980803,84.22746812260327
47002,Network,,5.396383471531022,40.0,Small,0,4.402370646513809,215.8553388612409
47003,Software,Low,1.3745622497553684,60.0,Medium,1,,232.4737349853221
47004,Account/Access,Medium,1.4529276849130985,40.0,Small,0,5.0,58.11710739652394
47005,Account/Access,,0.8826528272011167,40.0,Small,0,4.779346861416869,35.30611308804467
47006,Hardware,Low,3.6587811633777703,40.0,Small,0,3.8048876817137653,146.35124653511082
47007,Hardware,Medium,1.6204259695318262,60.0,Medium,0,4.642198659170365,97.22555817190957
47008,Account/Access,Medium,2.7243980840835214,40.0,Small,0,4.82413131844739,108.97592336334085
47009,Network,Low,,40.0,Small,1,,190.857710902615
47010,Network,Low,0.9515323253847536,40.0,Small,1,3.6831223040904075,188.06129301539016
47011,Network,Medium,3.4369758890514586,40.0,Small,1,4.319733845192469,287.47903556205836
47012,,Low,1.0662682578232012,40.0,Small,0,4.577111687731735,42.65073031292805
47013,Account/Access,,,40.0,Small,0,5.0,46.55384859416148
47014,,Low,1.3222633722775512,90.0,Enterprise,0,,119.00370350497961
47015,,,6.941175064070634,60.0,Medium,2,3.5943130217197634,716.470503844238
47016,Software,Medium,,40.0,Small,0,4.249265965747477,103.88378433861844
47017,Software,Medium,1.3884776215656085,40.0,Small,1,,205.53910486262436
47018,Account/Access,Low,,40.0,Small,1,3.917201318698717,220.99492850408404
47019,,,2.6274731443706845,60.0,Medium,0,4.2548788578893015,157.64838866224108
47020,Software,Critical,,90.0,Enterprise,1,3.906510653052296,341.17237113840565
47021,,Low,1.6076481542956509,90.0,Enterprise,0,4.985326647010529,144.68833388660858
47022,Network,,2.4088618044699674,90.0,Enterprise,0,4.565673995677367,216.79756240229707
47023,Account/Access,,,90.0,Enterprise,0,4.457293263574684,29.02546981635198
47024,Account/Access,Medium,0.8744785917181116,40.0,Small,1,4.2156632531583025,184.97914366872448
47025,,Medium,5.110088447083469,40.0,Small,0,,204.40353788333877
47026,Hardware,Medium,2.326621553274979,40.0,Small,0,4.36292348926644,93.06486213099916
47027,Hardware,,4.648685241265609,40.0,Small,0,4.25026382751196,185.94740965062437
47028,Software,High,,90.0,Enterprise,0,,32.21498322379689
47029,Hardware,,0.9748541272164298,40.0,Small,0,4.79424879178216,38.99416508865719
47030,Software,Low,1.564870154654102,90.0,Enterprise,1,4.660574313958036,290.8383139188692
47031,Software,Low,0.25,90.0,Enterprise,0,,22.5
47032,Hardware,Low,,90.0,Enterprise,1,4.878625956012999,175.8729725243433
47033,Software,Low,0.8067400260172299,60.0,Medium,0,5.0,48.404401561033794
47034,Software,Medium,0.8029626191989316,60.0,Medium,0,,48.1777571519359
47035,Hardware,Medium,0.25,40.0,Small,0,4.211264231408497,10.0
47036,,High,0.6568330903983138,60.0,Medium,0,4.460291589734016,39.40998542389883
47037,Other,Medium,3.032996699050808,60.0,Medium,1,,331.9798019430485
47038,Network,Medium,0.9408604076821264,40.0,Small,0,4.9513295014659295,37.63441630728506
47039,Other,High,6.669708037213753,40.0,Small,0,,266.78832148855014
47040,Hardware,Low,3.6484469505697334,40.0,Small,0,4.199679912294625,145.93787802278933
47041,Account/Access,,2.3780526538229423,40.0,Small,0,4.7230255340112555,95.1221061529177
47042,Software,Medium,0.96966343765543,40.0,Small,1,5.0,188.7865375062172
47043,,High,1.279082377536133,40.0,Small,0,,51.16329510144532
47044,Network,,2.5040498044321247,40.0,Small,0,4.434514717961448,100.16199217728499
47045,Account/Access,High,0.47795600256183013,90.0,Enterprise,0,,43.01604023056471
47046,Hardware,Low,1.3295644501560746,40.0,Small,0,4.658933327437249,53.182578006242984
47047,Software,Medium,2.1656784255752717,40.0,Small,1,4.4758871383208225,236.62713702301087
47048,Account/Access,,1.9626258324195405,60.0,Medium,0,4.735536840723033,117.75754994517243
47049,Network,Medium,1.995125338132599,40.0,Small,2,3.936470838836267,379.80501352530393
47050,Software,,1.3086443171014843,40.0,Small,0,4.626790380853372,52.34577268405937
47051,Hardware,High,10.197883491906357,40.0,Small,0,,407.91533967625423
47052,,Critical,9.058451299467581,40.0,Small,0,2.8383940461272097,362.3380519787032
47053,Software,Critical,5.125082936452538,40.0,Small,0,,205.0033174581015
47054,Software,Medium,2.509407193087096,40.0,Small,0,4.706032935505975,100.37628772348384
47055,,Medium,0.8438691488146742,90.0,Enterprise,0,4.586984421260559,75.94822339332067
47056,Account/Access,Low,0.8167662497914026,60.0,Medium,0,4.88590467364484,49.00597498748415
47057,Account/Access,Low,1.0356578394184148,40.0,Small,0,4.5476364060964976,41.42631357673659
47058,Hardware,Medium,1.5072957228303825,40.0,Small,1,4.118837663180999,210.29182891321528
47059,Hardware,Medium,1.626619474314991,60.0,Medium,0,4.562861251688251,97.59716845889946
47060,Account/Access,High,,90.0,Enterprise,1,4.6817196210532455,307.0550616026966
47061,Other,Medium,1.5991606695592613,40.0,Small,0,4.294158043271378,63.96642678237045
47062,Other,Low,0.5575843300252241,60.0,Medium,0,5.0,33.45505980151345
47063,Network,Medium,1.2368047904670707,40.0,Small,0,4.669463444640247,49.47219161868283
47064,Other,,3.243901471691432,60.0,Medium,0,,194.63408830148592
47065,Hardware,,2.1618754262144435,90.0,Enterprise,1,4.482357003139763,344.5687883592999
47066,Hardware,High,5.363638760868625,90.0,Enterprise,0,4.190060285630257,482.72748847817627
47067,Hardware,Medium,0.452770297683658,90.0,Enterprise,0,5.0,40.74932679152922
47068,Network,Low,4.322386720313651,90.0,Enterprise,1,,539.0148048282285
47069,Software,Medium,3.230646314493819,40.0,Small,0,4.388050199499057,129.22585257975277
47070,Network,Low,1.1379410377051318,60.0,Medium,0,4.96290584611522,68.2764622623079
47071,Hardware,,0.7176860926499855,40.0,Small,0,5.0,28.70744370599942
47072,Network,,,40.0,Small,1,4.467101207668402,172.4783494369936
47073,Account/Access,Medium,0.25,60.0,Medium,1,5.0,165.0
47074,,Critical,4.169852076155672,40.0,Small,0,4.468961023279398,166.79408304622686
47075,Software,Low,0.4861677492129974,90.0,Enterprise,0,5.0,43.755097429169766
47076,Hardware,Medium,3.182907057893655,40.0,Small,0,4.793975975741282,127.3162823157462
47077,Software,Medium,1.2684608351921765,90.0,Enterprise,0,4.32536314195499,114.16147516729588
47078,Network,High,1.5994092764185923,40.0,Small,1,,213.9763710567437
47079,Software,Low,1.6366084463490893,40.0,Small,0,4.704328466092393,65.46433785396357
47080,,Medium,,40.0,Small,0,4.180554815802542,54.27660484830868
47081,Other,Medium,7.947396048862759,40.0,Small,0,,317.89584195451033
47082,,Low,1.9059619127728091,90.0,Enterprise,0,4.936405094025595,171.53657214955282
47083,Hardware,Low,2.1815444244648887,40.0,Small,0,,87.26177697859555
47084,Hardware,High,2.0468537043833015,60.0,Medium,0,,122.81122226299809
47085,Account/Access,Medium,1.1307661891555463,60.0,Medium,0,,67.84597134933277
47086,Hardware,High,3.685162391748798,40.0,Small,0,3.49275920024953,147.4064956699519
47087,Account/Access,Medium,1.6014536508730204,90.0,Enterprise,0,3.990424548879205,144.13082857857182
47088,Software,Low,0.42257113984527006,60.0,Medium,1,,175.35426839071621
47089,,Low,2.4646841397318493,40.0,Small,0,4.5731807076392865,98.58736558927397
47090,Account/Access,Low,0.3786504754021512,60.0,Medium,0,,22.719028524129072
47091,Software,Medium,2.6727324316629297,90.0,Enterprise,0,4.487199510797353,240.54591884966368
47092,Account/Access,Low,0.7877741403707207,90.0,Enterprise,0,4.8232045317283925,70.89967263336486
47093,Hardware,Low,1.6975847546417127,60.0,Medium,0,5.0,101.85508527850276
47094,Account/Access,Low,0.34420785669772225,90.0,Enterprise,1,4.779520821033177,180.978707102795
47095,Other,High,,40.0,Small,0,4.609149952707286,86.83547981783275
47096,Hardware,Low,,40.0,Small,0,4.764087678065337,51.94398591454278
47097,Network,,2.529119507361916,40.0,Small,0,4.4262728037300345,101.16478029447664
47098,Network,Medium,2.3298271462593063,60.0,Medium,0,3.731690659454535,139.78962877555838
47099,Hardware,Medium,0.7538058279868382,60.0,Medium,0,5.0,45.22834967921029
47100,Network,Medium,2.0658332704377784,90.0,Enterprise,0,3.7123287828668774,185.92499433940006
47101,Software,Critical,,40.0,Small,1,3.3061751664355703,454.5214440351711
47102,Account/Access,Medium,1.402223714027027,90.0,Enterprise,0,4.420808742256835,126.20013426243244
47103,Network,Critical,,40.0,Small,1,4.3416014187943475,224.37881697189596
47104,,,1.4121710859129488,90.0,Enterprise,0,4.671653524449646,127.0953977321654
47105,Account/Access,Medium,0.3749453532158692,60.0,Medium,0,4.737374547835255,22.49672119295215
47106,Account/Access,High,,40.0,Small,0,4.62439992531662,36.12664941266951
47107,Software,,0.5056824294644037,40.0,Small,0,4.583268696093122,20.227297178576148
47108,Hardware,High,1.9324807478834158,40.0,Small,0,4.529327279760161,77.29922991533664
47109,Software,High,4.975159257082291,40.0,Small,0,3.3810397498410913,199.00637028329163
47110,Account/Access,Medium,1.1968118347933383,40.0,Small,0,,47.872473391733536
47111,,Low,,40.0,Small,1,4.626220834594006,171.4598107839915
47112,,Medium,0.5898753171762321,60.0,Medium,1,5.0,185.3925190305739
47113,Software,Low,1.4364796683282517,90.0,Enterprise,1,,279.2831701495427
47114,Software,Low,,40.0,Small,0,4.119974955679498,40.668574167512936
47115,Software,Low,2.069662240750213,40.0,Small,0,4.064928637177509,82.78648963000853
47116,Software,Medium,0.6855380731226504,60.0,Medium,0,5.0,41.13228438735902
47117,Software,,,40.0,Small,0,4.319837818217445,21.046521679724872
47118,Software,Low,1.272552201798261,40.0,Small,1,4.680681838793893,200.90208807193045
47119,,Medium,0.25,40.0,Small,0,4.636718360030703,10.0
47120,Network,High,,40.0,Small,0,3.7876917473872673,203.2467323105466
47121,,Medium,1.5885410590534204,60.0,Medium,0,4.6575590936826075,95.31246354320523
47122,Hardware,Low,0.9388958313195652,40.0,Small,1,,187.5558332527826
47123,Other,Low,0.6313657043121452,40.0,Small,1,4.917067938610264,175.2546281724858
47124,Hardware,High,3.196880860739599,40.0,Small,1,3.9554092972592185,277.87523442958394
47125,Network,Low,0.39686898498043627,40.0,Small,0,,15.874759399217451
47126,Account/Access,Medium,0.750159390735162,90.0,Enterprise,0,,67.51434516616459
47127,Software,Low,0.5515798218991945,40.0,Small,0,4.619505069379472,22.06319287596778
47128,Hardware,Medium,,40.0,Small,1,4.619222106800047,160.0
47129,Account/Access,Low,,60.0,Medium,1,,322.4550484285354
47130,Network,Low,3.462248386040384,90.0,Enterprise,0,4.150562207788612,311.6023547436345
47131,Other,,2.3517272233281035,60.0,Medium,0,4.6369456927035735,141.1036333996862
47132,Account/Access,Medium,2.5300194174643775,40.0,Small,0,4.339148473537194,101.2007766985751
47133,Other,Medium,2.2060122310290815,90.0,Enterprise,0,4.767279447471322,198.54110079261733
47134,Network,Medium,0.6870960812795116,60.0,Medium,0,4.119417170335814,41.2257648767707
47135,Software,Medium,0.4394685483654818,40.0,Small,0,5.0,17.578741934619273
47136,Other,Low,1.3841759479722586,60.0,Medium,0,4.922972754084706,83.05055687833551
47137,Account/Access,Critical,,60.0,Medium,0,,126.83242272116769
47138,Hardware,High,1.7982425405119802,40.0,Small,0,4.595908056558166,71.92970162047921
47139,Network,High,,40.0,Small,0,,242.39040179202632
47140,Hardware,,3.1283986975844797,40.0,Small,1,3.9424471634924925,275.1359479033792
47141,Other,,2.8089079121824874,40.0,Small,0,4.877391599904959,112.3563164872995
47142,Network,Critical,2.3315580850865847,60.0,Medium,0,4.768331200942295,139.89348510519508
47143,Software,Medium,,40.0,Small,0,4.531161708923545,48.5541171459715
47144,Other,High,3.118711723069836,40.0,Small,0,4.2936057372887,124.74846892279344
47145,Software,High,,90.0,Enterprise,0,4.5740210143989675,438.2120081230404
47146,,Low,,60.0,Medium,1,4.605346727708511,207.23919323931287
47147,Software,Medium,0.3627683359543106,40.0,Small,0,4.876999484049056,14.510733438172423
47148,Hardware,Medium,0.6966996497289597,40.0,Small,0,5.0,27.867985989158388
47149,,Low,0.47959573076016626,40.0,Small,0,4.882372134623631,19.18382923040665
47150,Network,,1.2834220460849382,40.0,Small,0,,51.33688184339753
47151,Hardware,,5.9236332228691255,40.0,Small,0,4.6737976464003825,236.945328914765
47152,Other,,1.5768051147125275,90.0,Enterprise,1,4.051788626570004,291.91246032412744
47153,Software,Low,3.022740036517834,40.0,Small,0,4.241651888238116,120.90960146071336
47154,Software,High,,90.0,Enterprise,1,3.9943650784588707,330.31123905377797
47155,Hardware,Low,1.2600008463207062,40.0,Small,0,4.702951129699735,50.400033852828244
47156,Software,,1.437872990027798,90.0,Enterprise,0,4.177879768096011,129.40856910250181
47157,Network,Low,0.8810589749386337,40.0,Small,0,4.745920145937715,35.24235899754535
47158,Other,Low,2.447946556628103,90.0,Enterprise,0,4.480160525579482,220.31519009652928
47159,Hardware,Medium,0.8332649849011387,40.0,Small,0,4.9141589517404505,33.33059939604554
47160,Hardware,Medium,1.050672802398489,60.0,Medium,0,4.883858604433277,63.04036814390934
47161,Hardware,High,1.0454205835678743,90.0,Enterprise,0,4.552443926483812,94.08785252110869
47162,Network,Medium,,40.0,Small,0,,99.01994129786317
47163,Hardware,High,0.7419970631286021,40.0,Small,0,5.0,29.679882525144087
